기관명,공고명,공고시작일,공고마감일,접수시작일,접수마감일,접수방법,접수대행,일반전형,채용인원,채용방법,전형방법,임용시기,임용조건,담당부서,연락처
부산환경공단,2024년도 상반기 부산환경공단 신규직원 채용공고,2024/4/9,2024/4/29,2024/4/22,2024/4/29,인터넷접수,http://busan.saramin.co.kr,공무직(조경),1,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 상반기 부산환경공단 신규직원 채용공고,2024/4/9,2024/4/29,2024/4/22,2024/4/29,인터넷접수,http://busan.saramin.co.kr,경력직(기계),2,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 상반기 부산환경공단 신규직원 채용공고,2024/4/9,2024/4/29,2024/4/22,2024/4/29,인터넷접수,http://busan.saramin.co.kr,경력직(환경),1,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 상반기 부산환경공단 신규직원 채용공고,2024/4/9,2024/4/29,2024/4/22,2024/4/29,인터넷접수,http://busan.saramin.co.kr,보훈(기계),1,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 하반기 부산환경공단 신규직원 채용공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷접수,http://busan.saramin.co.kr,일반직(행정),1,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 하반기 부산환경공단 신규직원 채용공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷접수,http://busan.saramin.co.kr,일반직(기계),4,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 하반기 부산환경공단 신규직원 채용공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷접수,http://busan.saramin.co.kr,일반직(기계_안전),3,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 하반기 부산환경공단 신규직원 채용공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷접수,http://busan.saramin.co.kr,일반직(전기),5,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 하반기 부산환경공단 신규직원 채용공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷접수,http://busan.saramin.co.kr,일반직(환경),7,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 하반기 부산환경공단 신규직원 채용공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷접수,http://busan.saramin.co.kr,공무직(UIS),1,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 하반기 부산환경공단 신규직원 채용공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷접수,http://busan.saramin.co.kr,공무직(해설),1,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 하반기 부산환경공단 신규직원 채용공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷접수,http://busan.saramin.co.kr,경력직(기계),2,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 하반기 부산환경공단 신규직원 채용공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷접수,http://busan.saramin.co.kr,보훈(행정),1,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 하반기 부산환경공단 신규직원 채용공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷접수,http://busan.saramin.co.kr,공무직(운전경력),2,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 하반기 부산환경공단 신규직원 채용공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷접수,http://busan.saramin.co.kr,공무직(운전장애),1,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산환경공단,2024년도 하반기 부산환경공단 신규직원 채용공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷접수,http://busan.saramin.co.kr,공무직(운전고졸),1,NCS기반 직무능력중심 채용,"1차 서류전형, 2차 필기시험, 3차 면접시험, 4차 면접시험",추후 공개,"공고일 전일 현재 주민등록상 현주소가 부산광역시로 등재된 자, 만18세 이상 만 60세 이하, 남성의 경우 병역필, 분야별 자격증 소지자, 장애인 및 보훈 대상자의 경우 응시자격에 해당하며 동시에 필요 자격증 취득자, 경력직의 경우 필요한 자격증 소지 또는 경력이 응시자격을 충족하는자",경영지원처,051-760-3234
부산관광공사,부산관광공사 일반직 공개경쟁채용 공고,2023/8/29,2023/9/19,2023/9/12,2023/9/19,인터넷 접수,https://busan.saramin.co.kr,행정직,4,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사,
 4차 면접시험, 5차 신체검사 및 최종합격",추후 공개,"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만 34세 이하인 미취업 청년, 학력 제한 없음, 병역필 또는 면제자 및 해외여행에 결격사유가 없는 자,
,  분야별 자격증 소지자, 초과근무 가능한자,  1개 충족 가능한자 (영어) 토익 800 또는 TOFEL 91 또는 New TEPS 309 이상,  (일어) JPT 800 또는 JLPT N2 이상 (중어) 新 HSK 5급이상",경영지원팀,051-780-2134
부산관광공사,부산관광공사 일반직 공개경쟁채용 공고,2024/9/6,2024/9/26,2024/9/20,2024/9/26,인터넷 접수,https://busan.saramin.co.kr,행정직,4,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사,
 4차 면접시험, 5차 신체검사 및 최종합격",추후 공개,"부산시 공고일 전일 거주 또는 거주기간 3년 이상, 만 34세 이하인 미취업 청년, 학력 제한 없음, 병역필 또는 면제자 및 해외여행에 결격사유가 없는 자,
,  분야별 자격증 소지자, 초과근무 가능한자,  1개 충족 가능한자 (영어) 토익 880 또는 TOFEL 103 또는 New TEPS 309 이상,  (일어) JPT 900 또는 JLPT N1 이상 (중어) 新 HSK 6급이상",경영지원팀,051-780-2134
